oid,x,y,target
ZTF18aabkhpy,0.63672745,0.5044092,RRL
ZTF18abcoawz,0.52082527,0.4546593,E
ZTF18abosdwb,0.5340379,0.464794,E
ZTF17aaaivxr,0.5870174,0.470082,E
ZTF18aabpzii,0.50097734,0.45472082,E
ZTF18abvtiin,0.4945323,0.43776834,E
ZTF19aazpvva,0.54659176,0.4743025,E
ZTF17aaakgyo,0.65941393,0.50859815,CEP
ZTF19aaczkrw,0.59578764,0.49541906,RRL
ZTF18acpfeqh,0.59339494,0.50430435,E
ZTF18aahfats,0.49844328,0.4685466,Periodic-Other
ZTF17aabossp,0.20507511,0.23203525,LPV
ZTF17aacvrie,0.5922332,0.49556693,RRL
ZTF18acxgrme,0.5610101,0.4583532,RRL
ZTF18aabiyqd,0.63720006,0.50950474,E
ZTF18abjchfy,0.15213163,0.15403838,LPV
ZTF18aairroc,0.6090725,0.4796536,E
ZTF18abadxir,0.2947492,0.31724417,LPV
ZTF18aabpzjr,0.6160141,0.49985257,E
ZTF18abupzfl,0.63996446,0.5180142,E
ZTF18aavewru,0.50987715,0.44236064,LPV
ZTF18abnugly,0.57065463,0.47699246,RRL
ZTF17aabsaji,0.60343343,0.50507647,E
ZTF18ablrmie,0.6241035,0.5007345,E
ZTF17aaaoyly,0.62108976,0.506251,RRL
ZTF18aagrhuq,0.59366107,0.4647405,RRL
ZTF18acemnvn,0.52927095,0.4770718,RRL
ZTF19aamtsqw,0.5637701,0.49097508,RRL
ZTF18abomibn,0.6446339,0.50549453,E
ZTF17aabwvtq,0.6071862,0.49485245,RRL
ZTF18aaafruj,0.5835878,0.4925674,DSCT
ZTF18adalbze,0.6482334,0.51925313,RRL
ZTF18achfhvj,0.5693715,0.48533642,RRL
ZTF18acvwbfp,0.5523542,0.4769351,E
ZTF19aarfeuq,0.5081323,0.47003314,E
ZTF18abgjvou,0.5806795,0.45525238,E
ZTF18aaaebnf,0.6205091,0.49212897,E
ZTF18abnoxzt,0.34828585,0.33848166,LPV
ZTF18acavmud,0.31259432,0.3568788,LPV
ZTF18aammatw,0.66084844,0.5072724,E
ZTF17aaajveb,0.6204215,0.493239,E
ZTF18achthsf,0.5977199,0.49236786,E
ZTF17aabstrw,0.6325582,0.514434,RRL
ZTF18aaxltdj,0.40331918,0.3862021,LPV
ZTF18acsjinp,0.542767,0.47671518,E
ZTF18abntqvr,0.59717184,0.49452198,E
ZTF18abcysrl,0.5981426,0.5072103,E
ZTF18abtpcqb,0.536368,0.46288532,E
ZTF18abiposa,0.43136072,0.40918574,LPV
ZTF17aaadvdt,0.62186474,0.50209075,E
ZTF18abiodya,0.5726114,0.63407785,LPV
ZTF18aaanckc,0.60948056,0.4868901,RRL
ZTF18abdeaxk,0.60154396,0.501181,RRL
ZTF17aaafgei,0.56415445,0.47556537,E
ZTF18aabgkmq,0.5865812,0.4560047,E
ZTF18abtmwtl,0.56683904,0.4905745,E
ZTF18aabfdzh,0.64600384,0.5197127,E
ZTF17aaaxcxp,0.54756683,0.46433437,E
ZTF18abcosib,0.43584502,0.41205534,RRL
ZTF18abetdgr,0.59757173,0.49811825,E
ZTF18abntqui,0.6053438,0.49015203,RRL
ZTF17aacqeiv,0.56785005,0.47474933,E
ZTF18abcvprt,0.51670814,0.44484946,E
ZTF18absupys,0.60218674,0.5063144,E
ZTF18abtmwvs,0.6021985,0.5004354,RRL
ZTF18aaajxbh,0.5984687,0.484872,E
ZTF17aabstss,0.6314116,0.5002635,E
ZTF17aaarzhi,0.5791353,0.5022077,RRL
ZTF18acuavhg,0.57376546,0.4788466,E
ZTF18ablvaco,0.4147363,0.3794536,E
ZTF18aapmolo,0.590327,0.47698253,RRL
ZTF17aaaeyri,0.6550381,0.5122633,E
ZTF18abusqji,0.57804096,0.49091142,RRL
ZTF18acgplgz,0.6178822,0.48624256,E
ZTF17aaadvep,0.6196007,0.502744,RRL
ZTF18aavauuw,0.43798497,0.4122665,Periodic-Other
ZTF17aaasyig,0.5947647,0.48799202,RRL
ZTF18abgrats,0.50487953,0.4369986,E
ZTF18aaaeulc,0.639027,0.51582706,E
ZTF18aaabpqs,0.5657503,0.48197782,RRL
ZTF18actbfjl,0.5802219,0.5034781,E
ZTF18aapvqch,0.65096104,0.5112381,RRL
ZTF18abcxriy,0.6310977,0.51428485,E
ZTF18acavold,0.5811802,0.496194,RRL
ZTF18abetdfv,0.5257864,0.4775289,E
ZTF18abnjuit,0.4462675,0.4013048,E
ZTF18acryhju,0.56342727,0.46844417,E
ZTF17aabthcq,0.51663345,0.4338722,E
ZTF18abznmrj,0.51306087,0.4419176,RRL
ZTF18acehzkg,0.5379938,0.484752,E
ZTF18aaxzaee,0.644793,0.50838774,RRL
ZTF17aabtfmb,0.60840297,0.5042764,E
ZTF18abvbnub,0.56351906,0.4876353,RRL
ZTF18aavpekw,0.5756142,0.48557842,RRL
ZTF18abcjrlu,0.61600107,0.49883625,E
ZTF18abmmhvn,0.32461834,0.3788114,LPV
ZTF17aaabeap,0.6476607,0.5098716,RRL
ZTF17aaacdxz,0.5440959,0.45499292,E
ZTF18abcttih,0.5175585,0.42429304,E
ZTF18aacazjm,0.6039028,0.4873342,Periodic-Other
ZTF18abnvunu,0.43340945,0.41112396,LPV
ZTF18achsxtw,0.6408223,0.51335853,RRL
ZTF18aaxaqdq,0.5726493,0.4781802,RRL
ZTF18abxikaa,0.5383912,0.44749367,E
ZTF18abfhkcg,0.42765152,0.4207719,LPV
ZTF18aawvavj,0.3466507,0.3892306,LPV
ZTF17aabwtnj,0.62449354,0.5020401,RRL
ZTF17aadrkho,0.5728502,0.4870945,E
ZTF18aagxtxq,0.5716671,0.44359347,E
ZTF18abyydtx,0.38998106,0.37726358,LPV
ZTF18abikovv,0.3570648,0.3666124,LPV
ZTF18abcwctb,0.5648283,0.48363775,E
ZTF17aabuldy,0.62666845,0.49127322,E
ZTF18aagrcdd,0.63068485,0.50589836,RRL
ZTF18aaimwio,0.5844191,0.4952423,E
ZTF17aaakivx,0.62322855,0.5025724,RRL
ZTF18aajuxqg,0.5928714,0.48620424,RRL
ZTF17aabdglt,0.5932691,0.50187635,CEP
ZTF17aabdibg,0.50785035,0.46990708,E
ZTF18absread,0.51192135,0.4447441,E
ZTF18aaasgiu,0.55796224,0.47603366,E
ZTF18aacdipf,0.5937683,0.49130222,RRL
ZTF18aceipag,0.54211026,0.47633418,E
ZTF18acammsh,0.61074924,0.49633268,RRL
