oid,x,y,target
ZTF17aadhojw,0.23535606,0.4281543,Periodic-Other
ZTF18aavjodg,0.5112227,0.43811908,Periodic-Other
ZTF18abwtlnl,0.4700702,0.43840712,Periodic-Other
ZTF18abtxwrb,0.53551626,0.40712693,DSCT
ZTF18aagrcep,0.3816762,0.56475997,Periodic-Other
ZTF18aatngdx,0.547552,0.43998268,DSCT
ZTF19aamtsqg,0.4708698,0.40953577,Periodic-Other
ZTF18aabfdyc,0.6698841,0.3685096,DSCT
ZTF18aaznfic,0.5388586,0.45605707,DSCT
ZTF18aaaapoh,0.6305245,0.38506123,CEP
ZTF17aabpjhw,0.58107615,0.43518478,CEP
ZTF18acusmwb,0.3078581,0.54102325,Periodic-Other
ZTF18acjqfab,0.6505508,0.4173774,Periodic-Other
ZTF18abvtlzl,0.59512293,0.45822832,Periodic-Other
ZTF19aauxfqc,0.44585806,0.40492678,Periodic-Other
ZTF18abwskes,0.39014873,0.4444023,Periodic-Other
ZTF18abjyivw,0.26629215,0.4298008,Periodic-Other
ZTF18abnzqyh,0.4428282,0.46550837,Periodic-Other
ZTF19acectth,0.49066162,0.43125507,DSCT
ZTF18abrreuv,0.69162387,0.35166857,DSCT
ZTF17aaarvro,0.66078615,0.37384534,DSCT
ZTF18ablrmec,0.45276225,0.5040778,Periodic-Other
ZTF19aaydqlm,0.48308077,0.41625637,Periodic-Other
ZTF18abtpdzf,0.6352783,0.38644266,CEP
ZTF17aabxpdr,0.29780018,0.4569314,Periodic-Other
ZTF18aagrcer,0.6513094,0.3694771,DSCT
ZTF18aaenyba,0.49413362,0.43625838,DSCT
ZTF17aabxphf,0.7402539,0.4018757,CEP
ZTF19aaafqwi,0.38635004,0.39286208,CEP
ZTF18aczumwo,0.32809106,0.4138497,Periodic-Other
ZTF17aaaxaab,0.6843882,0.38295847,CEP
ZTF18aayuwee,0.57195324,0.43888375,CEP
ZTF18aalcobp,0.52227193,0.45520386,DSCT
ZTF18aagrmhm,0.5182784,0.43856168,Periodic-Other
ZTF18aaqnqud,0.568787,0.44255748,DSCT
ZTF18aaaeltb,0.6873371,0.3523242,CEP
ZTF18aanyfvj,0.45302996,0.48195964,Periodic-Other
ZTF18aabtvto,0.5798149,0.42873716,Periodic-Other
ZTF17aacysfb,0.65616393,0.42906418,DSCT
ZTF18abvtehb,0.4455405,0.5073796,DSCT
ZTF18abxpqce,0.6233255,0.3892911,CEP
ZTF18aczddst,0.4782285,0.399157,Periodic-Other
ZTF18acdpstm,0.31086627,0.40282306,Periodic-Other
ZTF18abosfti,0.5585309,0.39458176,Periodic-Other
ZTF18abxiruc,0.530285,0.43182632,Periodic-Other
ZTF18abtzvox,0.47662464,0.3981851,Periodic-Other
ZTF17aaburuq,0.44338676,0.4510021,Periodic-Other
ZTF18aagwgdi,0.4011494,0.44419014,Periodic-Other
ZTF18acryjkv,0.3842472,0.45125824,Periodic-Other
ZTF17aacpsia,0.51054394,0.41867226,DSCT
ZTF18aaajfrd,0.2513113,0.5359256,Periodic-Other
ZTF17aabunge,0.40173757,0.5179898,Periodic-Other
ZTF18aczetin,0.54427785,0.40128693,DSCT
ZTF18acrnhxy,0.27706018,0.50274485,Periodic-Other
ZTF18abusyrt,0.557116,0.42946124,Periodic-Other
ZTF18aabjfvl,0.5148198,0.44159415,Periodic-Other
ZTF18adaubih,0.40477768,0.44203642,CEP
ZTF18aabkupm,0.64637625,0.35026667,DSCT
ZTF19aattawb,0.46325272,0.42218766,DSCT
ZTF17aabhknt,0.7390068,0.4193285,Periodic-Other
ZTF18abvpmxu,0.0,1.0,CEP
ZTF17aaakjph,0.6007241,0.40365314,CEP
ZTF19abqklzb,0.6438676,0.38910294,DSCT
ZTF18adatoiz,0.30973113,0.4447072,Periodic-Other
ZTF18abcrjek,0.5490352,0.4491739,Periodic-Other
ZTF18aaxczoj,0.5991226,0.40922427,DSCT
ZTF18acynoxy,0.5695894,0.39880383,DSCT
ZTF18adcayyv,0.26128402,0.4353436,Periodic-Other
ZTF19acpddqd,0.46149746,0.46646717,Periodic-Other
ZTF18aczetez,0.4239785,0.43792626,Periodic-Other
ZTF18acszisz,0.76781327,0.43989885,CEP
ZTF17aabdxyc,0.59169066,0.42208898,DSCT
ZTF18aaagpkc,0.5195792,0.43298492,Periodic-Other
ZTF18abcpwpi,0.5465759,0.45866275,Periodic-Other
ZTF18abtrvse,0.43941307,0.45708597,Periodic-Other
ZTF18abnutyc,0.46858191,0.4971158,CEP
